"","From","FromAnno","To","ToAnno","Jaccard","Cor"
"8015","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:84916","CIRH1A, CIRHIN, NAIC, TEX292, UTP4; cirrhosis, autosomal recessive 1A (cirhin); K14548 U3 small nucleolar RNA-associated protein 4 (A)","0.45","0.36"
"8016","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:91574","C12orf65, COXPD7, SPG55; chromosome 12 open reading frame 65 (A)","0.45","0.27"
"8017","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6877","TAF5, TAF2D, TAFII100; TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa; K03130 transcription initiation factor TFIID subunit 5 (A)","0.45","0.33"
"8018","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:84231","TRAF7, RFWD1, RNF119; TNF receptor-associated factor 7, E3 ubiquitin protein ligase; K10646 E3 ubiquitin-protein ligase TRAF7 [EC:6.3.2.19] (A)","0.45","0.35"
"8019","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8295","TRRAP, PAF350/400, PAF400, STAF40, TR-AP, Tra1; transformation/transcription domain-associated protein; K08874 transformation/transcription domain-associated protein (A)","0.45","0.41"
"8020","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:51678","MPP6, PALS2, VAM-1, VAM1, p55T; membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) (A)","0.45","0.26"
"8021","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:51665","ASB1, ASB-1; ankyrin repeat and SOCS box containing 1; K10323 ankyrin repeat and SOCS box protein 1 (A)","0.45","0.29"
"8022","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:991","CDC20, CDC20A, bA276H19.3, p55CDC; cell division cycle 20; K03363 cell division cycle 20, cofactor of APC complex (A)","0.45","0.35"
"8023","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7384","UQCRC1, D3S3191, QCR1, UQCR1; ubiquinol-cytochrome c reductase core protein I (EC:1.10.2.2); K00414 ubiquinol-cytochrome c reductase core subunit 1 (A)","0.45","0.25"
"8024","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55759","WDR12, YTM1; WD repeat domain 12; K14863 ribosome biogenesis protein YTM1 (A)","0.45","0.35"
"8025","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:81790","RNF170, SNAX1; ring finger protein 170; K15707 RING finger protein 170 (A)","0.45","0.4"
"8026","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9617","MTRF1, MRF1, MTTRF1, RF1; mitochondrial translational release factor 1; K02835 peptide chain release factor 1 (A)","0.45","0.27"
"8027","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:64427","TTC31; tetratricopeptide repeat domain 31 (A)","0.45","0.34"
"8028","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9948","WDR1, AIP1, NORI-1; WD repeat domain 1 (A)","0.45","0.34"
"8029","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:651746","ANKRD33B; ankyrin repeat domain 33B (A)","0.45","0.32"
"8030","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:6767","ST13, AAG2, FAM10A1, FAM10A4, HIP, HOP, HSPABP, HSPABP1, P48, PRO0786, SNC6; suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein); K09560 suppressor of tumorigenicity protein 13 (A)","0.45","0.32"
"8031","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79877","DCAKD; dephospho-CoA kinase domain containing (A)","0.45","0.25"
"8032","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7290","HIRA, DGCR1, TUP1, TUPLE1; histone cell cycle regulator; K11293 protein HIRA/HIR1 (A)","0.45","0.35"
"8033","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5161","PDHA2, PDHAL; pyruvate dehydrogenase (lipoamide) alpha 2 (EC:1.2.4.1); K00161 pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1] (A)","0.45","0.25"
"8034","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55764","IFT122, CED, CED1, SPG, WDR10, WDR10p, WDR140; intraflagellar transport 122 homolog (Chlamydomonas) (A)","0.45","0.36"
"8035","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:51643","TMBIM4, GAAP, LFG4, S1R, ZPRO; transmembrane BAX inhibitor motif containing 4; K06890 (A)","0.45","0.28"
"8036","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55779","WDR52; WD repeat domain 52 (A)","0.45","0.38"
"8037","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5929","RBBP5, RBQ3, SWD1; retinoblastoma binding protein 5; K14961 COMPASS component SWD1 (A)","0.45","0.36"
"8038","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5822","PWP2, EHOC-17, PWP2H, UTP1; PWP2 periodic tryptophan protein homolog (yeast); K14558 periodic tryptophan protein 2 (A)","0.45","0.33"
"8039","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:63875","MRPL17, L17mt, LIP2, MRP-L17, MRP-L26, RPL17L, RPML26; mitochondrial ribosomal protein L17; K02879 large subunit ribosomal protein L17 (A)","0.45","0.25"
"8040","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79657","RPAP3; RNA polymerase II associated protein 3 (A)","0.45","0.29"
"8041","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9025","RNF8, hRNF8; ring finger protein 8, E3 ubiquitin protein ligase (EC:6.3.2.-); K10667 E3 ubiquitin-protein ligase RNF8 [EC:6.3.2.19] (A)","0.45","0.4"
"8042","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7268","TTC4; tetratricopeptide repeat domain 4 (A)","0.45","0.39"
"8043","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:91526","ANKRD44, PP6-ARS-B; ankyrin repeat domain 44; K15503 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (A)","0.45","0.27"
"8044","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54521","WDR44, RAB11BP, RPH11; WD repeat domain 44 (A)","0.45","0.36"
"8045","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:80344","DCAF11, PRO2389, WDR23; DDB1 and CUL4 associated factor 11; K11801 WD repeat-containing protein 23 (A)","0.45","0.34"
"8046","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55003","PAK1IP1, MAK11, PIP1, RP11-421M1.5, WDR84, bA421M1.5, hPIP1; PAK1 interacting protein 1; K14830 protein MAK11 (A)","0.45","0.34"
"8047","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:51806","CALML5, CLSP; calmodulin-like 5; K02183 calmodulin (A)","0.45","0.37"
"8048","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79084","WDR77, MEP-50, MEP50, Nbla10071, RP11-552M11.3, p44, p44/Mep50; WD repeat domain 77; K13221 methylosome protein 50 (A)","0.45","0.35"
"8049","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5208","PFKFB2, PFK-2/FBPase-2; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 (EC:2.7.1.105 3.1.3.46); K01103 6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase [EC:2.7.1.105 3.1.3.46] (A)","0.45","0.25"
"8050","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8846","ALKBH1, ABH, ABH1, ALKBH, alkB, hABH; alkB, alkylation repair homolog 1 (E. coli) (EC:4.2.99.18 1.14.11.33); K10765 alkylated DNA repair protein alkB homolog 1 [EC:1.14.11.- 4.2.99.18] (A)","0.45","0.4"
"8051","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79816","TLE6, GRG6; transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila) (A)","0.45","0.38"
"8052","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55255","WDR41; WD repeat domain 41 (A)","0.45","0.37"
"8053","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55023","PHIP, BRWD2, DCAF14, WDR11, ndrp; pleckstrin homology domain interacting protein; K11797 PH-interacting protein (A)","0.45","0.35"
"8054","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8925","HERC1, p532, p619; HECT and RLD domain containing E3 ubiquitin protein ligase family member 1; K10594 E3 ubiquitin-protein ligase HERC1 [EC:6.3.2.19] (A)","0.45","0.35"
"8055","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9373","PLAA, DOA1, PLA2P, PLAP; phospholipase A2-activating protein; K14018 phospholipase A-2-activating protein (A)","0.45","0.35"
"8056","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9410","SNRNP40, 40K, HPRP8BP, PRP8BP, PRPF8BP, RP11-490K7.3, SPF38, WDR57; small nuclear ribonucleoprotein 40kDa (U5); K12857 Prp8 binding protein (A)","0.45","0.32"
"8057","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54516","MTRF1L, HMRF1L, MRF1L, mtRF1a; mitochondrial translational release factor 1-like; K02835 peptide chain release factor 1 (A)","0.44","0.25"
"8058","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:80349","WDR61, REC14, SKI8; WD repeat domain 61; K12602 WD repeat-containing protein 61 (A)","0.44","0.3"
"8059","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:56929","FEM1C, EUROIMAGE686608, EUROIMAGE783647, FEM1A; fem-1 homolog c (C. elegans) (A)","0.44","0.28"
"8060","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54882","ANKHD1, MASK, VBARP; ankyrin repeat and KH domain containing 1; K16726 ankyrin repeat domain-containing protein 17 (A)","0.44","0.27"
"8061","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:54806","AHI1, AHI-1, JBTS3, ORF1, dJ71N10.1; Abelson helper integration site 1; K16740 jouberin (A)","0.44","0.36"
"8062","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:90826","PRMT10; protein arginine methyltransferase 10 (putative) (A)","0.44","0.32"
"8063","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:84881","RPUSD4; RNA pseudouridylate synthase domain containing 4 (EC:5.4.99.12) (A)","0.44","0.25"
"8064","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:84261","FBXW9, Fbw9; F-box and WD repeat domain containing 9; K10265 F-box and WD-40 domain protein 9 (A)","0.44","0.37"
"8065","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57404","CYP20A1, CYP-M; cytochrome P450, family 20, subfamily A, polypeptide 1; K07435 cytochrome P450, family 20, subfamily A (A)","0.44","0.34"
"8066","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:7088","TLE1, ESG, ESG1, GRG1; transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila) (A)","0.44","0.34"
"8067","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55783","CMTR2, AFT, FTSJD1, HMTr2, MTr2; cap methyltransferase 2; K14590 FtsJ methyltransferase domain-containing protein 1 [EC:2.1.1.-] (A)","0.44","0.42"
"8068","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57182","ANKRD50; ankyrin repeat domain 50 (A)","0.44","0.27"
"8069","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8243","SMC1A, CDLS2, DXS423E, SB1.8, SMC1, SMC1L1, SMC1alpha, SMCB; structural maintenance of chromosomes 1A; K06636 structural maintenance of chromosome 1 (A)","0.44","0.24"
"8070","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:83743","GRWD1, CDW4, GRWD, RRB1, WDR28; glutamate-rich WD repeat containing 1; K14848 ribosome assembly protein RRB1 (A)","0.44","0.35"
"8071","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:5209","PFKFB3, IPFK2, PFK2; 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 (EC:2.7.1.105 3.1.3.46); K01103 6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase [EC:2.7.1.105 3.1.3.46] (A)","0.44","0.25"
"8072","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55100","WDR70; WD repeat domain 70 (A)","0.44","0.36"
"8073","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:57763","ANKRA2, ANKRA; ankyrin repeat, family A (RFXANK-like), 2 (A)","0.44","0.27"
"8074","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:9276","COPB2, beta'-COP; coatomer protein complex, subunit beta 2 (beta prime); K17302 coatomer, subunit beta' (A)","0.44","0.34"
"8075","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55827","DCAF6, 1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP, PC326; DDB1 and CUL4 associated factor 6; K11795 nuclear receptor interaction protein (A)","0.44","0.4"
"8076","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:55576","STAB2, FEEL2, FELE-2, FELL2, FEX2, HARE; stabilin 2 (A)","0.44","0.35"
"8077","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:8816","DCAF5, BCRG2, BCRP2, D14S1461E, WDR22; DDB1 and CUL4 associated factor 5; K11800 WD repeat-containing protein 22 (A)","0.44","0.36"
"8078","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:80227","PAAF1, PAAF, Rpn14, WDR71; proteasomal ATPase-associated factor 1; K11887 proteasomal ATPase-associated factor 1 (A)","0.44","0.34"
"8079","hsa:516","ATP5G1, ATP5A, ATP5G; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9); K02128 F-type H+-transporting ATPase subunit c [EC:3.6.3.14] (A)","hsa:79718","TBL1XR1, C21, DC42, IRA1, TBLR1; transducin (beta)-like 1 X-linked receptor 1; K04508 transducin (beta)-like 1 (A)","0.44","0.32"
